FileType	fastq	Read submission file type										
sample	study	instrument_model	library_name	library_source	library_selection	library_strategy	forward_file_name	forward_file_md5	reverse_file_name	reverse_file_md5	library_construction_protocol
ERS28441952	PRJEB106128	Illumina HiSeq 2500	Milk_Fat_10M_HR_Ilium_5_5_22_2019_S338_L002	METAGENOMIC	RANDOM	WGS	Milk_Fat_10M_HR_Ilium_5_5_22_2019_S338_L002_R1_001.fastq.gz	90cd34eb14736490f832a67670a6fdf2	Milk_Fat_10M_HR_Ilium_5_5_22_2019_S338_L002_R2_001.fastq.gz	1906be86c904f625190a2969ec594613	Shotgun metagenomic library preparation
ERS28441953	PRJEB106128	Illumina HiSeq 2500	Milk_Fat_10M_HR_Prox-_Jej_5_5_22_2019_S337_L002	METAGENOMIC	RANDOM	WGS	Milk_Fat_10M_HR_Prox-_Jej_5_5_22_2019_S337_L002_R1_001.fastq.gz	f61684991db8814ed2689307ec1dff1f	Milk_Fat_10M_HR_Prox-_Jej_5_5_22_2019_S337_L002_R2_001.fastq.gz	17400d9af31ed4aa098e1e367fabaa34	Shotgun metagenomic library preparation
ERS28441954	PRJEB106128	Illumina HiSeq 2500	Milkfat_9_20_18_S68_L003	METAGENOMIC	RANDOM	WGS	Milkfat_9_20_18_S68_L003_R1_001.fastq.gz	acd53492a25ff878e0e876f81c52b8da	Milkfat_9_20_18_S68_L003_R2_001.fastq.gz	321db69076f3d5b8c6df46e1a5094278	Shotgun metagenomic library preparation
ERS28441955	PRJEB106128	Illumina HiSeq 2500	Milkfat_L_11_1-636_M4_11_7_2019_S120_L003	METAGENOMIC	RANDOM	WGS	Milkfat_L_11_1-636_M4_11_7_2019_S120_L003_R1_001.fastq.gz	98bd3b08d8d676c3ea16e1ade8dd9556	Milkfat_L_11_1-636_M4_11_7_2019_S120_L003_R2_001.fastq.gz	5005f41bf457956a6fefa1c907b3600c	Shotgun metagenomic library preparation
ERS28441956	PRJEB106128	Illumina HiSeq 2500	Milkfat_L_11_1-636_M6_1_6_2020_S168_L003	METAGENOMIC	RANDOM	WGS	Milkfat_L_11_1-636_M6_1_6_2020_S168_L003_R1_001.fastq.gz	24028dc8c8c012e47410b5e3269cc81f	Milkfat_L_11_1-636_M6_1_6_2020_S168_L003_R2_001.fastq.gz	5e46a8b1c7e8e270170b74831148093c	Shotgun metagenomic library preparation
ERS28441957	PRJEB106128	Illumina HiSeq 2500	Milkfat_L_11_1-637_M4_11_7_2019_S121_L003	METAGENOMIC	RANDOM	WGS	Milkfat_L_11_1-637_M4_11_7_2019_S121_L003_R1_001.fastq.gz	ebe8a80ebd6f512efd904611236b2335	Milkfat_L_11_1-637_M4_11_7_2019_S121_L003_R2_001.fastq.gz	c5bb19a140c5646f9ac09e871a9a2e43	Shotgun metagenomic library preparation
ERS28441958	PRJEB106128	Illumina HiSeq 2500	Milkfat_L_11_1-637_M6_1_6_2020_S169_L003	METAGENOMIC	RANDOM	WGS	Milkfat_L_11_1-637_M6_1_6_2020_S169_L003_R1_001.fastq.gz	c4fcb1723b91eac618e6deb0e4f1075b	Milkfat_L_11_1-637_M6_1_6_2020_S169_L003_R2_001.fastq.gz	0066ab680c4552e0f7a2b1f0d5c5661b	Shotgun metagenomic library preparation
ERS28441959	PRJEB106128	Illumina HiSeq 2500	Milkfat_L_11_1-638_M4_11_7_2019_S122_L003	METAGENOMIC	RANDOM	WGS	Milkfat_L_11_1-638_M4_11_7_2019_S122_L003_R1_001.fastq.gz	49f838f6ed6231f3b9298784a17c144c	Milkfat_L_11_1-638_M4_11_7_2019_S122_L003_R2_001.fastq.gz	053c6523c7c2815f152c609d8f1cb4f2	Shotgun metagenomic library preparation
ERS28441960	PRJEB106128	Illumina HiSeq 2500	Milkfat_L_11_1-638_M6_1_6_2020_S170_L003	METAGENOMIC	RANDOM	WGS	Milkfat_L_11_1-638_M6_1_6_2020_S170_L003_R1_001.fastq.gz	c096ea27e8e8f54614e235395a570287	Milkfat_L_11_1-638_M6_1_6_2020_S170_L003_R2_001.fastq.gz	e8340d6b7785fdc9b9a136424c171b75	Shotgun metagenomic library preparation
ERS28441961	PRJEB106128	Illumina HiSeq 2500	Milkfat_L_6_5-617_M4_11_7_2019_S123_L003	METAGENOMIC	RANDOM	WGS	Milkfat_L_6_5-617_M4_11_7_2019_S123_L003_R1_001.fastq.gz	4f7c03cf8d7a30cac18a6a07723b07e1	Milkfat_L_6_5-617_M4_11_7_2019_S123_L003_R2_001.fastq.gz	27c267932d9ac923ef97752e42c19e20	Shotgun metagenomic library preparation
ERS28441962	PRJEB106128	Illumina HiSeq 2500	Milkfat_L_6_5-617_M6_1_6_2020_S171_L003	METAGENOMIC	RANDOM	WGS	Milkfat_L_6_5-617_M6_1_6_2020_S171_L003_R1_001.fastq.gz	67cbb3b3e50908b32bfd1a4687642356	Milkfat_L_6_5-617_M6_1_6_2020_S171_L003_R2_001.fastq.gz	d6fadcecc4969c47b366548011be70a0	Shotgun metagenomic library preparation
ERS28441963	PRJEB106128	Illumina HiSeq 2500	Milkfat_L_6_5-618_M4_11_7_2019_S124_L003	METAGENOMIC	RANDOM	WGS	Milkfat_L_6_5-618_M4_11_7_2019_S124_L003_R1_001.fastq.gz	70fa1c85a425fed15ffcd75cf02a5339	Milkfat_L_6_5-618_M4_11_7_2019_S124_L003_R2_001.fastq.gz	f1718e852d045ff81580cfa427f91908	Shotgun metagenomic library preparation
ERS28441964	PRJEB106128	Illumina HiSeq 2500	Milkfat_L_6_5-618_M6_1_6_2020_S172_L003	METAGENOMIC	RANDOM	WGS	Milkfat_L_6_5-618_M6_1_6_2020_S172_L003_R1_001.fastq.gz	95000a47488d2fd1658cce2ceafd1160	Milkfat_L_6_5-618_M6_1_6_2020_S172_L003_R2_001.fastq.gz	4130a63bbb8b35f3bad18459b9effe45	Shotgun metagenomic library preparation
ERS28441965	PRJEB106128	Illumina HiSeq 2500	Milkfat_L_6_5-619_M4_11_7_2019_S125_L003	METAGENOMIC	RANDOM	WGS	Milkfat_L_6_5-619_M4_11_7_2019_S125_L003_R1_001.fastq.gz	366f3eb3a6620c3ba6f0701624e0dd3a	Milkfat_L_6_5-619_M4_11_7_2019_S125_L003_R2_001.fastq.gz	df9bd79d924d9ea1deba75cd1815b871	Shotgun metagenomic library preparation
ERS28441966	PRJEB106128	Illumina HiSeq 2500	Milkfat_L_6_5-619_M6_1_6_2020_S173_L003	METAGENOMIC	RANDOM	WGS	Milkfat_L_6_5-619_M6_1_6_2020_S173_L003_R1_001.fastq.gz	4a2139803e5d841c9b080ac37face653	Milkfat_L_6_5-619_M6_1_6_2020_S173_L003_R2_001.fastq.gz	93542e096ecbf63883f1fc83ebb0c314	Shotgun metagenomic library preparation
ERS28441967	PRJEB106128	Illumina HiSeq 2500	Olive_1_1_D0_6_18_19_S397_L001	METAGENOMIC	RANDOM	WGS	Olive_1_1_D0_6_18_19_S397_L001_R1_001.fastq.gz	d8669a5d916b06c00967b4536dfccd87	Olive_1_1_D0_6_18_19_S397_L001_R2_001.fastq.gz	2b2a08ae8c9d33dc16a070e545c69d62	Shotgun metagenomic library preparation
ERS28441968	PRJEB106128	Illumina HiSeq 2500	Olive_1_1_M11_5_20_2020_S37_L003	METAGENOMIC	RANDOM	WGS	Olive_1_1_M11_5_20_2020_S37_L003_R1_001.fastq.gz	749785223dfad3b64586a9f4c585542d	Olive_1_1_M11_5_20_2020_S37_L003_R2_001.fastq.gz	9e94d2a204cab4050a2a41fdc9c0d4a3	Shotgun metagenomic library preparation
ERS28441969	PRJEB106128	Illumina HiSeq 2500	Olive_1_1_M1_7_30_2019_S501_L001	METAGENOMIC	RANDOM	WGS	Olive_1_1_M1_7_30_2019_S501_L001_R1_001.fastq.gz	34b3be588cfe6770e3d911e52b339e7d	Olive_1_1_M1_7_30_2019_S501_L001_R2_001.fastq.gz	832c562fd7f2bcfd974a263394dc146c	Shotgun metagenomic library preparation
ERS28441970	PRJEB106128	Illumina HiSeq 2500	Olive_1_1_M4_10_15_2019_S122_L003	METAGENOMIC	RANDOM	WGS	Olive_1_1_M4_10_15_2019_S122_L003_R1_001.fastq.gz	fd6f8c83f39d9cbac734f25a35d09285	Olive_1_1_M4_10_15_2019_S122_L003_R2_001.fastq.gz	762272104ed3c457e3f7cf36f6d4e6c2	Shotgun metagenomic library preparation
ERS28441971	PRJEB106128	Illumina HiSeq 2500	Olive_1_1_M6_12_16_2019_S146_L002	METAGENOMIC	RANDOM	WGS	Olive_1_1_M6_12_16_2019_S146_L002_R1_001.fastq.gz	f79bc3f5a83d4a6484a55485ac39b394	Olive_1_1_M6_12_16_2019_S146_L002_R2_001.fastq.gz	eb4c8692d2994ba3610b5d56c125a980	Shotgun metagenomic library preparation
ERS28441972	PRJEB106128	Illumina HiSeq 2500	Olive_1_1_M9_3_19_2020_S479_L001	METAGENOMIC	RANDOM	WGS	Olive_1_1_M9_3_19_2020_S479_L001_R1_001.fastq.gz	3c0b2c152198d472eb7a40b3c61757f4	Olive_1_1_M9_3_19_2020_S479_L001_R2_001.fastq.gz	dcab37668be551dc13a974191927692c	Shotgun metagenomic library preparation
ERS28441973	PRJEB106128	Illumina HiSeq 2500	Olive_1_2_D0_6_18_19_S398_L001	METAGENOMIC	RANDOM	WGS	Olive_1_2_D0_6_18_19_S398_L001_R1_001.fastq.gz	f39ce6cc80907e710efbdce74f4117d1	Olive_1_2_D0_6_18_19_S398_L001_R2_001.fastq.gz	6c42f889119b6b8b16e3307d470fb114	Shotgun metagenomic library preparation
ERS28441974	PRJEB106128	Illumina HiSeq 2500	Olive_1_2_M1_7_30_2019_S502_L001	METAGENOMIC	RANDOM	WGS	Olive_1_2_M1_7_30_2019_S502_L001_R1_001.fastq.gz	1b75ce87a620691706aa77f967a30e76	Olive_1_2_M1_7_30_2019_S502_L001_R2_001.fastq.gz	e3a8973a3a37ea00aeed2d3b29bbdf84	Shotgun metagenomic library preparation
ERS28441975	PRJEB106128	Illumina HiSeq 2500	Olive_1_2_M4_10_15_2019_S123_L003	METAGENOMIC	RANDOM	WGS	Olive_1_2_M4_10_15_2019_S123_L003_R1_001.fastq.gz	4e5a4fd2fbedd98bd1e4bc070adecd08	Olive_1_2_M4_10_15_2019_S123_L003_R2_001.fastq.gz	905308ae701ac97c137ed284d8f4e91a	Shotgun metagenomic library preparation
ERS28441976	PRJEB106128	Illumina HiSeq 2500	Olive_1_2_M6_12_16_2019_S147_L002	METAGENOMIC	RANDOM	WGS	Olive_1_2_M6_12_16_2019_S147_L002_R1_001.fastq.gz	1b8fb190f311b7d251e9015a69418050	Olive_1_2_M6_12_16_2019_S147_L002_R2_001.fastq.gz	a5fec747f2311af134304956595d8911	Shotgun metagenomic library preparation
ERS28441977	PRJEB106128	Illumina HiSeq 2500	Olive_1_2_M9_3_19_2020_S480_L001	METAGENOMIC	RANDOM	WGS	Olive_1_2_M9_3_19_2020_S480_L001_R1_001.fastq.gz	6f47a5802a409e3fa648a8839986bff0	Olive_1_2_M9_3_19_2020_S480_L001_R2_001.fastq.gz	72b14f82a9589e56ed9dc508331cd705	Shotgun metagenomic library preparation
ERS28441978	PRJEB106128	Illumina HiSeq 2500	Olive_1_3_M11_5_20_2020_S38_L003	METAGENOMIC	RANDOM	WGS	Olive_1_3_M11_5_20_2020_S38_L003_R1_001.fastq.gz	381a96d2d595216a060427d1492b6453	Olive_1_3_M11_5_20_2020_S38_L003_R2_001.fastq.gz	2e40283eeb5b3ddc8f7e5326a89d800c	Shotgun metagenomic library preparation
ERS28441979	PRJEB106128	Illumina HiSeq 2500	Olive_1_3_M1_7_30_2019_S503_L001	METAGENOMIC	RANDOM	WGS	Olive_1_3_M1_7_30_2019_S503_L001_R1_001.fastq.gz	5a1d4c4f2b875ffc6778f50d6d17692a	Olive_1_3_M1_7_30_2019_S503_L001_R2_001.fastq.gz	edc8fe02246bb9afd646a8d33bd6e9cd	Shotgun metagenomic library preparation
ERS28441980	PRJEB106128	Illumina HiSeq 2500	Olive_1_3_M4_10_15_2019_S124_L003	METAGENOMIC	RANDOM	WGS	Olive_1_3_M4_10_15_2019_S124_L003_R1_001.fastq.gz	71b63d5d48def4f706be9e4d042b1da8	Olive_1_3_M4_10_15_2019_S124_L003_R2_001.fastq.gz	c8811b85d80147d20a0ec39f57c0f3a9	Shotgun metagenomic library preparation
ERS28441981	PRJEB106128	Illumina HiSeq 2500	Olive_1_3_M6_12_16_2019_S148_L002	METAGENOMIC	RANDOM	WGS	Olive_1_3_M6_12_16_2019_S148_L002_R1_001.fastq.gz	9947919bda028b0db63ddd27ad34f821	Olive_1_3_M6_12_16_2019_S148_L002_R2_001.fastq.gz	964568d98093ceab7aae7ace8de90b77	Shotgun metagenomic library preparation
ERS28441982	PRJEB106128	Illumina HiSeq 2500	Olive_1_3_M9_3_19_2020_S481_L001	METAGENOMIC	RANDOM	WGS	Olive_1_3_M9_3_19_2020_S481_L001_R1_001.fastq.gz	16b0a3d3eaff2bd9b204427386f11b6a	Olive_1_3_M9_3_19_2020_S481_L001_R2_001.fastq.gz	be56cbe947a400d79f4c31829b8b3ae5	Shotgun metagenomic library preparation
ERS28441983	PRJEB106128	Illumina HiSeq 2500	Olive_1_4_M1_7_30_2019_S504_L001	METAGENOMIC	RANDOM	WGS	Olive_1_4_M1_7_30_2019_S504_L001_R1_001.fastq.gz	aacb663fad4b52a85dc004f46e7e1923	Olive_1_4_M1_7_30_2019_S504_L001_R2_001.fastq.gz	c793f16dba00207b4f9b04ea3219a8ea	Shotgun metagenomic library preparation
ERS28441984	PRJEB106128	Illumina HiSeq 2500	Olive_1_4_M4R5_4_3_2020_S248_L002	METAGENOMIC	RANDOM	WGS	Olive_1_4_M4R5_4_3_2020_S248_L002_R1_001.fastq.gz	8d5456f293a2f78b2212b2f50cdbc098	Olive_1_4_M4R5_4_3_2020_S248_L002_R2_001.fastq.gz	9d269e7aff9bd9d67f1e4a857699d5af	Shotgun metagenomic library preparation
ERS28441985	PRJEB106128	Illumina HiSeq 2500	Olive_1_4_M4R7_5_22_2020_S647_L001	METAGENOMIC	RANDOM	WGS	Olive_1_4_M4R7_5_22_2020_S647_L001_R1_001.fastq.gz	8d739bf5c83b5673704e1d3732e25f93	Olive_1_4_M4R7_5_22_2020_S647_L001_R2_001.fastq.gz	a7de74d47a05561f7a075d6c49d19ee6	Shotgun metagenomic library preparation
ERS28441986	PRJEB106128	Illumina HiSeq 2500	Olive_1_5_M1_7_30_2019_S505_L001	METAGENOMIC	RANDOM	WGS	Olive_1_5_M1_7_30_2019_S505_L001_R1_001.fastq.gz	9318d285f2d0796cd907e27eaf662c8c	Olive_1_5_M1_7_30_2019_S505_L001_R2_001.fastq.gz	798cb6a896ad531131fae663bf6424ad	Shotgun metagenomic library preparation
ERS28441987	PRJEB106128	Illumina HiSeq 2500	Olive_1_5_M4_10_15_2019_S125_L003	METAGENOMIC	RANDOM	WGS	Olive_1_5_M4_10_15_2019_S125_L003_R1_001.fastq.gz	a627c582f55e5ec198c3df3d644adbbf	Olive_1_5_M4_10_15_2019_S125_L003_R2_001.fastq.gz	f0d6ba49c60739e41cd3b6a648e8a4a6	Shotgun metagenomic library preparation
ERS28441988	PRJEB106128	Illumina HiSeq 2500	Olive_1_5_M6_12_16_2019_S149_L002	METAGENOMIC	RANDOM	WGS	Olive_1_5_M6_12_16_2019_S149_L002_R1_001.fastq.gz	cce6264d6547f1aea63f38db42a523bf	Olive_1_5_M6_12_16_2019_S149_L002_R2_001.fastq.gz	85b78a327fff8eb48df1a97f57ba90f4	Shotgun metagenomic library preparation
ERS28441989	PRJEB106128	Illumina HiSeq 2500	Olive_1_5_M9R0_4_3_2020_S249_L002	METAGENOMIC	RANDOM	WGS	Olive_1_5_M9R0_4_3_2020_S249_L002_R1_001.fastq.gz	7c8d64a5a5abbae9e58d3ff5fc6e2e13	Olive_1_5_M9R0_4_3_2020_S249_L002_R2_001.fastq.gz	6b7156e4bdc6d203e175f8524b143e6f	Shotgun metagenomic library preparation
ERS28441990	PRJEB106128	Illumina HiSeq 2500	Olive_1_5_M9R2_5_22_2020_S596_L001	METAGENOMIC	RANDOM	WGS	Olive_1_5_M9R2_5_22_2020_S596_L001_R1_001.fastq.gz	93f2043d8a2aac3805258332c6a48359	Olive_1_5_M9R2_5_22_2020_S596_L001_R2_001.fastq.gz	9442b712ce8234801c22aaee59885fc2	Shotgun metagenomic library preparation
ERS28441991	PRJEB106128	Illumina HiSeq 2500	Olive_1_5_M9_3_19_2020_S482_L001	METAGENOMIC	RANDOM	WGS	Olive_1_5_M9_3_19_2020_S482_L001_R1_001.fastq.gz	64d7fd1df1e302ac48bc2e3c26fa739b	Olive_1_5_M9_3_19_2020_S482_L001_R2_001.fastq.gz	57958e9bf168fb7705d0ce3c22a646cf	Shotgun metagenomic library preparation
ERS28441992	PRJEB106128	Illumina HiSeq 2500	Olive_1_plus_2_R_4_M4R2_12_6_2019_S236_L002	METAGENOMIC	RANDOM	WGS	Olive_1_plus_2_R_4_M4R2_12_6_2019_S236_L002_R1_001.fastq.gz	857f05452675486e0635c046ef3a4336	Olive_1_plus_2_R_4_M4R2_12_6_2019_S236_L002_R2_001.fastq.gz	65909de4a5c52e2fa37ab2c9e2cbfd1b	Shotgun metagenomic library preparation
ERS28441993	PRJEB106128	Illumina HiSeq 2500	Olive_1_plus_2_R_8_M4R2_12_6_2019_S237_L002	METAGENOMIC	RANDOM	WGS	Olive_1_plus_2_R_8_M4R2_12_6_2019_S237_L002_R1_001.fastq.gz	21355b462224d5c1abed161b521b73d4	Olive_1_plus_2_R_8_M4R2_12_6_2019_S237_L002_R2_001.fastq.gz	a4d3c879f644b01131d895da3b54afd6	Shotgun metagenomic library preparation
ERS28441994	PRJEB106128	Illumina HiSeq 2500	Olive_2_10_D0_6_18_19_S400_L001	METAGENOMIC	RANDOM	WGS	Olive_2_10_D0_6_18_19_S400_L001_R1_001.fastq.gz	50c91c1848775ed1db0d7ab44207c984	Olive_2_10_D0_6_18_19_S400_L001_R2_001.fastq.gz	44be40c815de182e5c614b719f8509fb	Shotgun metagenomic library preparation
ERS28441995	PRJEB106128	Illumina HiSeq 2500	Olive_2_10_M1_7_30_2019_S510_L001	METAGENOMIC	RANDOM	WGS	Olive_2_10_M1_7_30_2019_S510_L001_R1_001.fastq.gz	abe87a95f4829ceb21f9e439c09ab1ab	Olive_2_10_M1_7_30_2019_S510_L001_R2_001.fastq.gz	7230a3b75eaf83828dac00c2031b268d	Shotgun metagenomic library preparation
ERS28441996	PRJEB106128	Illumina HiSeq 2500	Olive_2_10_M4_10_15_2019_S129_L003	METAGENOMIC	RANDOM	WGS	Olive_2_10_M4_10_15_2019_S129_L003_R1_001.fastq.gz	ee4c73069055256d7cf54539dd399585	Olive_2_10_M4_10_15_2019_S129_L003_R2_001.fastq.gz	faa860e392c2a8561d4b4623aaa5b6ed	Shotgun metagenomic library preparation
ERS28441997	PRJEB106128	Illumina HiSeq 2500	Olive_2_10_M6_12_16_2019_S153_L002	METAGENOMIC	RANDOM	WGS	Olive_2_10_M6_12_16_2019_S153_L002_R1_001.fastq.gz	4d4c005e7dacfb0474487c0c9fe9453e	Olive_2_10_M6_12_16_2019_S153_L002_R2_001.fastq.gz	78a2beeffa2919bd2945647ae4cb6c85	Shotgun metagenomic library preparation
ERS28441998	PRJEB106128	Illumina HiSeq 2500	Olive_2_10_M9R0_4_3_2020_S252_L002	METAGENOMIC	RANDOM	WGS	Olive_2_10_M9R0_4_3_2020_S252_L002_R1_001.fastq.gz	a53fa84f28f05ee2e71ace199b701777	Olive_2_10_M9R0_4_3_2020_S252_L002_R2_001.fastq.gz	218a9322db57cee44a808d07a4c018d7	Shotgun metagenomic library preparation
ERS28441999	PRJEB106128	Illumina HiSeq 2500	Olive_2_10_M9R2_5_22_2020_S599_L001	METAGENOMIC	RANDOM	WGS	Olive_2_10_M9R2_5_22_2020_S599_L001_R1_001.fastq.gz	9db279b794fea590c397dea909080f42	Olive_2_10_M9R2_5_22_2020_S599_L001_R2_001.fastq.gz	9b3f9d29500e7dadfb103db20e657e6c	Shotgun metagenomic library preparation
ERS28442000	PRJEB106128	Illumina HiSeq 2500	Olive_2_10_M9_3_19_2020_S486_L001	METAGENOMIC	RANDOM	WGS	Olive_2_10_M9_3_19_2020_S486_L001_R1_001.fastq.gz	3dcd6c9ac00bf506068f2d86e9d1f648	Olive_2_10_M9_3_19_2020_S486_L001_R2_001.fastq.gz	ade4f22b7ce8a382a24a8590a5f39b46	Shotgun metagenomic library preparation
ERS28442001	PRJEB106128	Illumina HiSeq 2500	Olive_2_6_M11_5_20_2020_S39_L003	METAGENOMIC	RANDOM	WGS	Olive_2_6_M11_5_20_2020_S39_L003_R1_001.fastq.gz	f9ad703367061dec4610c5beb1e49146	Olive_2_6_M11_5_20_2020_S39_L003_R2_001.fastq.gz	bf43fe031b8768b12a9127d210f2ffa7	Shotgun metagenomic library preparation
ERS28442002	PRJEB106128	Illumina HiSeq 2500	Olive_2_6_M1_7_30_2019_S506_L001	METAGENOMIC	RANDOM	WGS	Olive_2_6_M1_7_30_2019_S506_L001_R1_001.fastq.gz	5557eac48ff944d62b4091908e1cfdf9	Olive_2_6_M1_7_30_2019_S506_L001_R2_001.fastq.gz	0e4357aa6f78b94f8bdb67dfb495d3c8	Shotgun metagenomic library preparation
ERS28442003	PRJEB106128	Illumina HiSeq 2500	Olive_2_6_M4_10_15_2019_S126_L003	METAGENOMIC	RANDOM	WGS	Olive_2_6_M4_10_15_2019_S126_L003_R1_001.fastq.gz	4b8e12ee883d1522b3b474aee7a8640d	Olive_2_6_M4_10_15_2019_S126_L003_R2_001.fastq.gz	c2f08df8134235f5e40538c1c3126d8f	Shotgun metagenomic library preparation
ERS28442004	PRJEB106128	Illumina HiSeq 2500	Olive_2_6_M6_12_16_2019_S150_L002	METAGENOMIC	RANDOM	WGS	Olive_2_6_M6_12_16_2019_S150_L002_R1_001.fastq.gz	995bc46f342d448ae8d88763aa9c39bc	Olive_2_6_M6_12_16_2019_S150_L002_R2_001.fastq.gz	8d9a41aff62aa7bf0b98f13d055767d6	Shotgun metagenomic library preparation
ERS28442005	PRJEB106128	Illumina HiSeq 2500	Olive_2_6_M9_3_19_2020_S483_L001	METAGENOMIC	RANDOM	WGS	Olive_2_6_M9_3_19_2020_S483_L001_R1_001.fastq.gz	528ae07029809d1ff17ee923d5aaa97b	Olive_2_6_M9_3_19_2020_S483_L001_R2_001.fastq.gz	915247e18dd41de2ace0431d09a4a5b6	Shotgun metagenomic library preparation
ERS28442006	PRJEB106128	Illumina HiSeq 2500	Olive_2_7_D0_6_18_19_S399_L001	METAGENOMIC	RANDOM	WGS	Olive_2_7_D0_6_18_19_S399_L001_R1_001.fastq.gz	2b4d3ef0c42732afdfe32684db529a72	Olive_2_7_D0_6_18_19_S399_L001_R2_001.fastq.gz	054aab346461256302c80cf29ffba9b4	Shotgun metagenomic library preparation
ERS28442007	PRJEB106128	Illumina HiSeq 2500	Olive_2_7_M11_5_20_2020_S40_L003	METAGENOMIC	RANDOM	WGS	Olive_2_7_M11_5_20_2020_S40_L003_R1_001.fastq.gz	1aac072913b9d8aad05028420fb8f2e7	Olive_2_7_M11_5_20_2020_S40_L003_R2_001.fastq.gz	9d14fa1ddc3399c09022b425d47ae69d	Shotgun metagenomic library preparation
ERS28442008	PRJEB106128	Illumina HiSeq 2500	Olive_2_7_M1_7_30_2019_S507_L001	METAGENOMIC	RANDOM	WGS	Olive_2_7_M1_7_30_2019_S507_L001_R1_001.fastq.gz	3a8ab2f6c0a0a58fb5ac514d1853dc85	Olive_2_7_M1_7_30_2019_S507_L001_R2_001.fastq.gz	680c4a1e123ea7c2a324ccc01ef768d4	Shotgun metagenomic library preparation
ERS28442009	PRJEB106128	Illumina HiSeq 2500	Olive_2_7_M4_10_15_2019_S127_L003	METAGENOMIC	RANDOM	WGS	Olive_2_7_M4_10_15_2019_S127_L003_R1_001.fastq.gz	aafd0c6c849828519e96acf8f82c039d	Olive_2_7_M4_10_15_2019_S127_L003_R2_001.fastq.gz	34858b6db5e7dab6c7155766014cc88d	Shotgun metagenomic library preparation
ERS28442010	PRJEB106128	Illumina HiSeq 2500	Olive_2_7_M6_12_16_2019_S151_L002	METAGENOMIC	RANDOM	WGS	Olive_2_7_M6_12_16_2019_S151_L002_R1_001.fastq.gz	7e66f32f2e3ad5006873bc5042f0e45c	Olive_2_7_M6_12_16_2019_S151_L002_R2_001.fastq.gz	f0b1007bbfa0c008472d7fa1827e58f4	Shotgun metagenomic library preparation
ERS28442011	PRJEB106128	Illumina HiSeq 2500	Olive_2_7_M9_3_19_2020_S484_L001	METAGENOMIC	RANDOM	WGS	Olive_2_7_M9_3_19_2020_S484_L001_R1_001.fastq.gz	9ddaba1293e629ffa12e4b32bc9c1ec7	Olive_2_7_M9_3_19_2020_S484_L001_R2_001.fastq.gz	be11a9003a188bc47079f8c04d6f0c48	Shotgun metagenomic library preparation
ERS28442012	PRJEB106128	Illumina HiSeq 2500	Olive_2_8_M1_7_30_2019_S508_L001	METAGENOMIC	RANDOM	WGS	Olive_2_8_M1_7_30_2019_S508_L001_R1_001.fastq.gz	33e2214ebf980eb45f328a90cbe55f11	Olive_2_8_M1_7_30_2019_S508_L001_R2_001.fastq.gz	7fab137952fe899749b47c5afa0c47a4	Shotgun metagenomic library preparation
ERS28442013	PRJEB106128	Illumina HiSeq 2500	Olive_2_8_M4R5_4_3_2020_S250_L002	METAGENOMIC	RANDOM	WGS	Olive_2_8_M4R5_4_3_2020_S250_L002_R1_001.fastq.gz	3a0760ee2337ace51d742c8a239c833e	Olive_2_8_M4R5_4_3_2020_S250_L002_R2_001.fastq.gz	435f8f146ead70d7f98caa775e40e646	Shotgun metagenomic library preparation
ERS28442014	PRJEB106128	Illumina HiSeq 2500	Olive_2_8_M4R7_5_22_2020_S597_L001	METAGENOMIC	RANDOM	WGS	Olive_2_8_M4R7_5_22_2020_S597_L001_R1_001.fastq.gz	fa008dde0376232503df654b02e910d2	Olive_2_8_M4R7_5_22_2020_S597_L001_R2_001.fastq.gz	4bad5a82f4c275550fc35c0ad3028b89	Shotgun metagenomic library preparation
ERS28442015	PRJEB106128	Illumina HiSeq 2500	Olive_2_9_M1_7_30_2019_S509_L001	METAGENOMIC	RANDOM	WGS	Olive_2_9_M1_7_30_2019_S509_L001_R1_001.fastq.gz	cdaa4930e26c0057849647b581f2c042	Olive_2_9_M1_7_30_2019_S509_L001_R2_001.fastq.gz	4212221c9d91bda8b05a95281212d3c0	Shotgun metagenomic library preparation
ERS28442016	PRJEB106128	Illumina HiSeq 2500	Olive_2_9_M4_10_15_2019_S128_L003	METAGENOMIC	RANDOM	WGS	Olive_2_9_M4_10_15_2019_S128_L003_R1_001.fastq.gz	aedef297efe1d2d9cefe34943b2bf373	Olive_2_9_M4_10_15_2019_S128_L003_R2_001.fastq.gz	c849d97eb36f72cd01ddcff35dd54831	Shotgun metagenomic library preparation
ERS28442017	PRJEB106128	Illumina HiSeq 2500	Olive_2_9_M6_12_16_2019_S152_L002	METAGENOMIC	RANDOM	WGS	Olive_2_9_M6_12_16_2019_S152_L002_R1_001.fastq.gz	d2050ffb3ef3fdde3513d022790c461e	Olive_2_9_M6_12_16_2019_S152_L002_R2_001.fastq.gz	29f8aa272b9c603fc40c5bb20db9a018	Shotgun metagenomic library preparation
ERS28442018	PRJEB106128	Illumina HiSeq 2500	Olive_2_9_M9R0_4_3_2020_S251_L002	METAGENOMIC	RANDOM	WGS	Olive_2_9_M9R0_4_3_2020_S251_L002_R1_001.fastq.gz	9f7e87850322419d4b1f49c73eb3ad46	Olive_2_9_M9R0_4_3_2020_S251_L002_R2_001.fastq.gz	1ca7c227fa275a127923871760cedf42	Shotgun metagenomic library preparation
